year,region1,region2,industry1,industry2,amount
2019,IN,WF,FABRI,FORES,0.11
2019,IN,WM,IRONO,REALE,0.11
2019,IN,US,BASIC,BITUM,0.11
2019,IN,FR,RETA1,FOOD2,0.11
2019,IN,WL,PRINT,CRUDE,0.11
2019,IN,FR,RADIO,HOTEL,0.11
2019,IN,IT,FOOD5,RAWMI,0.11
2019,IN,CA,CROPS,WOODW,0.11
2019,IN,CN,WEARI,RAILW,0.11
2019,IN,CA,PAPER,FURNI,0.11
2019,IN,WE,MEDIC,HOTEL,0.11
2019,IN,CN,MOTOR,COMPU,0.11
2019,IN,BE,HEAVY,COMPU,0.11
2019,IN,RU,RUBBE,TRAN2,0.11
2019,IN,KR,MOTO1,ELECT,0.11
2019,IN,NL,FURNI,TEXTI,0.11
2019,IN,BR,LEAD1,MOTO1,0.11
2019,IN,NO,FOOD5,VEGET,0.11
2019,IN,TR,NAPHT,COKE1,0.11
2019,IN,NL,COMPU,INSUR,0.11
2019,IN,FR,RETA1,SUGAR,0.11
2019,IN,WA,PULP5,TRANS,0.11
2019,IN,CN,PLAST,STEAM,0.11
2019,IN,SE,BUSIN,BEVER,0.11
2019,IN,IT,CEMEN,CEMEN,0.11
2019,IN,JP,RETA1,PAPER,0.11
2019,IN,HR,CHEM1,SUPPO,0.11
2019,IN,JP,WHOLE,CEMEN,0.11
2019,IN,FR,LANDT,MEMBE,0.11
2019,IN,ID,GLASS,GLASS,0.11
2019,IN,LT,TEXTI,BUSIN,0.11
2019,IN,LV,BASIC,LANDT,0.11
2019,IN,HR,MOTOR,CONST,0.11
2019,IN,WE,MOTO1,NONME,0.11
2019,IN,AT,MOTO1,BUSIN,0.11
2019,IN,CN,PRINT,CERAM,0.11
2019,IN,DE,OFFIC,WHOLE,0.11
2019,IN,WA,RESEA,INLAN,0.11
2019,IN,LV,CHEM1,SUPPO,0.11
2019,IN,BR,ELECT,ELEC1,0.11
2019,IN,CZ,BUSIN,COLLE,0.11
2019,IN,BE,VEGET,HOTEL,0.11
2019,IN,WA,ELECT,WOOD2,0.11
2019,IN,MX,ELECT,SUBBI,0.11
2019,IN,NL,PRINT,PULP5,0.11
2019,IN,WA,CROPS,MEATP,0.11
2019,IN,NL,PLAST,RESEA,0.11
2019,IN,CZ,FORES,WOODW,0.11
2019,IN,DE,PLAST,FURNI,0.11
2019,IN,MX,COPP1,MOTO1,0.11
2019,IN,MX,PLAST,RETA1,0.11
2019,IN,BR,PRINT,PRINT,0.11
2019,IN,LT,CHEM1,BUSIN,0.11
2019,IN,JP,WEARI,NATUR,0.11
2019,IN,PL,SUPPO,BEVER,0.11
2019,IN,ZA,CEMEN,CONST,0.11
2019,IN,GB,BUSIN,COLLE,0.11
2019,IN,GB,HEAVY,RUBBE,0.11
2019,IN,FR,INSUR,PUBLI,0.11
2019,IN,RU,CHEM1,NATU1,0.11
2019,IN,JP,SEACO,BUSIN,0.11
2019,IN,SK,CHEM1,WEARI,0.11
2019,IN,WL,OFFIC,RADIO,0.11
2019,IN,ES,GLASS,NONME,0.11
2019,IN,CN,RADIO,FINAN,0.11
2019,IN,WF,CHEM1,KERO1,0.11
2019,IN,FI,BUSIN,WOODW,0.11
2019,IN,DE,SALEM,PAPE1,0.11
2019,IN,GB,PAPER,POSTT,0.11
2019,IN,IE,SALEM,NONF1,0.11
2019,IN,HU,BUSIN,RENTI,0.11
2019,IN,RU,FURNI,FINAN,0.11
2019,IN,WM,BEVER,STONE,0.11
2019,IN,DE,RUBBE,MEATC,0.11
2019,IN,AT,RADIO,FINAN,0.11
2019,IN,RO,TRANS,93197,0.11
2019,IN,JP,CONST,RENTI,0.11
2019,IN,KR,LEAD1,ELEC4,0.11
2019,IN,WM,PREC1,FISHF,0.11
2019,IN,KR,PRINT,COMPU,0.11
2019,IN,BE,HEAVY,RUBBE,0.11
2019,IN,WE,ELECT,ALUM1,0.11
2019,IN,DE,SALEM,PLAS1,0.11
2019,IN,HU,BUSIN,RUBBE,0.11
2019,IN,SK,TRANS,MOTO1,0.11
2019,IN,JP,MOTO1,FOOD5,0.11
2019,IN,CN,ALUM1,HEALT,0.11
2019,IN,WM,MEAT1,GASDI,0.11
2019,IN,WL,LEATH,PUBLI,0.11
2019,IN,ZA,WOODW,WOODW,0.11
2019,IN,WA,FABRI,SEWAG,0.11
2019,IN,RU,REALE,CATTL,0.11
2019,IN,TR,PAPER,PLAST,0.11
2019,IN,WA,RAILW,MACHI,0.11
2019,IN,DE,WEARI,CHEM1,0.11
2019,IN,ZA,WEARI,COKIN,0.11
2019,IN,WM,DAIRY,FISHF,0.11
2019,IN,DK,RUBBE,HOTEL,0.11
2019,IN,FR,LANDT,PIGS9,0.11
2019,IN,MX,BASIC,CHEM1,0.11
2019,IN,IT,POSTT,HOTEL,0.11
2019,IN,KR,BASIC,FOUND,0.11
2019,IN,WA,OFFIC,FURNI,0.11
2019,IN,DE,FORES,RENTI,0.11
2019,IN,AT,BUSIN,93197,0.11
2019,IN,ZA,ALUM1,CHEM1,0.11
2019,IN,DE,BEVER,HOTEL,0.11
2019,IN,LV,CROPS,REALE,0.11
2019,IN,DE,MOTO1,POSTT,0.11
2019,IN,AU,GLASS,FURNI,0.11
2019,IN,FR,WOODW,REALE,0.11
2019,IN,JP,TEXTI,GLASS,0.11
2019,IN,CA,WOODW,FORES,0.11
2019,IN,TR,FURNI,DAIRY,0.11
2019,IN,KR,FURNI,RESEA,0.11
2019,IN,AU,PRINT,HEALT,0.11
2019,IN,HR,BASIC,ADDIT,0.11
2019,IN,WA,MEATC,KEROS,0.11
2019,IN,CA,FABRI,COMPU,0.11
2019,IN,BE,MOTOR,BIODI,0.11
2019,IN,SK,RUBBE,WOODW,0.11
2019,IN,TR,CROPS,LANDT,0.11
2019,IN,WA,SALEM,OFFIC,0.11
2019,IN,AT,FOOD5,HEALT,0.11
2019,IN,RU,WEARI,FURNI,0.11
2019,IN,ES,FABRI,FOOD4,0.11
2019,IN,AU,BASIC,BRICK,0.11
2019,IN,WA,CHEMI,PAPER,0.11
2019,IN,AU,WOODW,EDUCA,0.11
2019,IN,WM,CEREA,PIGS9,0.11
2019,IN,BR,WEARI,TRANS,0.11
2019,IN,IT,RETAI,EDUCA,0.11
2019,IN,HU,RUBBE,PAPER,0.11
2019,IN,SE,BASIC,KEROS,0.11
2019,IN,DE,SALEM,ELEC2,0.11
2019,IN,PL,GLASS,FOOD5,0.11
2019,IN,US,FORES,WHOLE,0.11
2019,IN,WM,BITUM,COPPE,0.11
2019,IN,IT,HOTEL,BIOG1,0.11
2019,IN,CN,RADIO,HEALT,0.11
2019,IN,GR,ELECT,NONME,0.11
2019,IN,WA,VEGET,EDUCA,0.11
2019,IN,AT,MEDIC,RESEA,0.11
2019,IN,WA,MEATP,CHARC,0.11
2019,IN,JP,NONME,PAPER,0.11
2019,IN,DE,MEDIC,MOTOR,0.11
2019,IN,WE,WHOLE,SUPPO,0.11
2019,IN,WF,GLASS,MEMBE,0.11
2019,IN,WL,BIODI,BUSIN,0.11
2019,IN,WA,INLAN,RECRE,0.11
2019,IN,NO,ELECT,VEGET,0.11
2019,IN,LU,FURNI,PRINT,0.11
2019,IN,WE,PLANT,TEXTI,0.11
2019,IN,US,FURNI,NATU1,0.11
2019,IN,DE,RETA1,PLAST,0.11
2019,IN,WA,CERAM,FABRI,0.11
2019,IN,ES,BASIC,CROPS,0.11
2019,IN,LU,PLAST,WHOLE,0.11
2019,IN,WM,PFERT,ELEC6,0.11
2019,IN,BR,PLAST,PRINT,0.11
2019,IN,AT,COMPU,WHOLE,0.11
2019,IN,GB,BUSIN,PULP5,0.11
2019,IN,FR,RETA1,PULP5,0.11
2019,IN,CN,MOTOR,AUXIL,0.11
2019,IN,FR,REALE,INSUR,0.11
2019,IN,AT,RUBBE,RENTI,0.11
2019,IN,WA,PAPER,ALUM1,0.11
2019,IN,LU,BASIC,RETA1,0.11
2019,IN,WM,NAPHT,ELEC6,0.11
2019,IN,FI,ELECT,INTER,0.11
2019,IN,BR,TEXTI,MEDIC,0.11
2019,IN,CA,BKBPE,PAPE4,0.11
2019,IN,CA,BASIC,93197,0.11
2019,IN,US,COMPU,PAPE4,0.11
2019,IN,DK,CROPS,OFFIC,0.11
2019,IN,WA,PADDY,GASDI,0.11
2019,IN,WM,OILSE,WASTE,0.11
2019,IN,NL,SUPPO,WHOLE,0.11
2019,IN,TR,PAPER,MACHI,0.11
2019,IN,IT,MOTO1,CERAM,0.11
2019,IN,WM,NAPHT,FISHF,0.11
2019,IN,PT,CHEM1,REALE,0.11
2019,IN,PT,CERAM,CERAM,0.11
2019,IN,MX,ELECT,HEAVY,0.11
2019,IN,WE,GASDI,WOOLS,0.11
2019,IN,ES,LANDT,MOTOR,0.11
2019,IN,WA,CONST,TEXTI,0.11
2019,IN,WA,SALEM,CHEMI,0.11
2019,IN,WE,VEGET,WEARI,0.11
2019,IN,GB,RETA1,PULP5,0.11
2019,IN,HU,TEXTI,HEALT,0.11
2019,IN,WM,RETA1,PAPER,0.11
2019,IN,RO,LANDT,MOTOR,0.11
2019,IN,JP,SEACO,FURNI,0.11
2019,IN,SE,BASIC,ELECT,0.11
2019,IN,WF,CHEM1,TOBAC,0.11
2019,IN,US,ELECT,ANIMA,0.11
2019,IN,US,SEACO,COLLE,0.11
2019,IN,WF,LEAD1,PAPE4,0.11
2019,IN,BR,GASDI,TEXTI,0.11
2019,IN,DE,BASIC,FOOD5,0.11
2019,IN,WA,AUXIL,KEROS,0.11
2019,IN,KR,HEAVY,VEGET,0.11
2019,IN,JP,ELECT,GASDI,0.11
2019,IN,TR,FURNI,TRAN2,0.11
2019,IN,IT,FOOD5,POULT,0.11
2019,IN,WA,RADIO,TRAN2,0.11
2019,IN,PL,RUBBE,POSTT,0.11
2019,IN,US,CHARC,WOODW,0.11
2019,IN,CN,RADIO,WEARI,0.11
2019,IN,BR,GLASS,CATTL,0.11
2019,IN,TR,HOTEL,MACHI,0.11
2019,IN,CN,LEAD1,PRINT,0.11
2019,IN,NL,PFERT,SUPPO,0.11
2019,IN,US,POSTT,RADIO,0.11
2019,IN,WA,ELEC1,MEDIC,0.11
2019,IN,WA,WOODW,RUBBE,0.11
2019,IN,FI,LEATH,RENTI,0.11
2019,IN,MT,NONME,COMPU,0.11
2019,IN,DK,MOTO1,PUBLI,0.11
2019,IN,WM,OILSE,TEXT1,0.11
2019,IN,TR,KEROS,CEREA,0.11
2019,IN,US,POSTT,AUXIL,0.11
2019,IN,SE,TRANS,COMPU,0.11
2019,IN,PL,CROPS,PULP5,0.11
2019,IN,FI,SUPPO,BEVER,0.11
2019,IN,WA,MEMBE,FINAN,0.11
2019,IN,DE,RADIO,NONME,0.11
2019,IN,WE,MOTO1,RETAI,0.11
2019,IN,JP,RETA1,SEACO,0.11
2019,IN,GR,NONME,ALUM1,0.11
2019,IN,ZA,OFFIC,TRANS,0.11
2019,IN,MX,BASIC,PREC1,0.11
2019,IN,PT,VEGET,FOOD5,0.11
2019,IN,GR,MOTOR,COKE1,0.11
2019,IN,BR,RADIO,NONF1,0.11
2019,IN,IT,PLANT,PREC1,0.11
2019,IN,FR,CONST,TRAN2,0.11
2019,IN,ES,RETA1,PUBLI,0.11
2019,IN,SE,RUBBE,EDUCA,0.11
2019,IN,JP,PROCE,PUBLI,0.11
2019,IN,BE,MOTOR,OFFIC,0.11
2019,IN,WA,BITU1,CERAM,0.11
2019,IN,MX,BASIC,SANDC,0.11
2019,IN,KR,GASDI,LIQUE,0.11
2019,IN,FI,COMPU,ELEC3,0.11
2019,IN,WA,WEARI,MEATP,0.11
2019,IN,WL,PAPER,VEGET,0.11
2019,IN,ID,RUBBE,EDUCA,0.11
2019,IN,WA,VEGE1,INERT,0.11
2019,IN,IT,SEACO,GLASS,0.11
2019,IN,WM,FURNI,ELEC6,0.11
2019,IN,GR,MOTOR,BLAST,0.11
2019,IN,GB,FINAN,MEATA,0.11
2019,IN,WM,OILSE,IRONO,0.11
2019,IN,EE,FABRI,REALE,0.11
2019,IN,FR,FABRI,TEXTI,0.11
2019,IN,BG,ELECT,WHOLE,0.11
2019,IN,JP,COPP1,NONF1,0.11
2019,IN,AU,FABRI,CERAM,0.11
2019,IN,MX,ALUM1,PREC1,0.11
2019,IN,US,ELECT,SEACO,0.11
2019,IN,CZ,BUSIN,TRANS,0.11
2019,IN,CA,FURNI,NONME,0.11
2019,IN,KR,OILSE,PREC1,0.11
2019,IN,WA,LANDT,WASTE,0.11
2019,IN,WL,OILSE,VEGE1,0.11
2019,IN,CZ,WEARI,HOTEL,0.11
2019,IN,TR,PROCE,AIRTR,0.11
2019,IN,CZ,CHEM1,SEWAG,0.11
2019,IN,TR,DAIRY,MOTO1,0.11
2019,IN,GB,FISH5,POSTT,0.11
2019,IN,SI,FABRI,RUBBE,0.11
2019,IN,WM,DAIRY,SALEM,0.11
2019,IN,IT,BASIC,PAPE1,0.11
2019,IN,DE,PREC1,PLAST,0.11
2019,IN,CZ,TRANS,FURNI,0.11
2019,IN,CN,NATU1,NONFE,0.11
2019,IN,RU,FABRI,ALUM1,0.11
2019,IN,GB,GASDI,FOOD2,0.11
2019,IN,WA,PLANT,FOUND,0.11
2019,IN,LV,CHEM1,BEVER,0.11
2019,IN,BR,BASIC,CATTL,0.11
2019,IN,WL,BIODI,ANIMA,0.11
2019,IN,CA,ALUM1,CHEM1,0.11
2019,IN,ES,SEACO,WHOLE,0.11
2019,IN,US,AUXIL,REALE,0.11
2019,IN,SE,WOODW,BUSIN,0.11
2019,IN,FR,WOODW,BEVER,0.11
2019,IN,FR,GLASS,POSTT,0.11
2019,IN,WA,HEALT,MEATC,0.11
2019,IN,TR,ALUM1,MOTOR,0.11
2019,IN,MX,MEDIC,INSUR,0.11
2019,IN,WE,GASDI,STONE,0.11
2019,IN,BG,GLASS,GLASS,0.11
2019,IN,IT,SEACO,COPP1,0.11
2019,IN,DE,PROCE,MEATP,0.11
2019,IN,FR,RETA1,CHEMI,0.11
2019,IN,PL,LEATH,BUSIN,0.11
2019,IN,TR,PAPER,EDUCA,0.11
2019,IN,WF,FABRI,RENTI,0.11
2019,IN,KR,RUBBE,NONF1,0.11
2019,IN,CN,BEVER,RETA1,0.11
2019,IN,US,SUPPO,RETAI,0.11
2019,IN,PL,BASIC,CRUDE,0.11
2019,IN,DK,SEACO,TOBAC,0.11
2019,IN,PL,FABRI,ELEC1,0.11
2019,IN,FR,HEAVY,GLASS,0.11
2019,IN,CZ,PRINT,EDUCA,0.11
2019,IN,WF,WHEAT,PAPER,0.11
2019,IN,TR,VEGE1,PUBLI,0.11
2019,IN,CA,NONME,ELECT,0.11
2019,IN,LV,RUBBE,AIRTR,0.11
2019,IN,DK,TEXTI,BEVER,0.11
2019,IN,WF,CHEM1,WOOLS,0.11
2019,IN,JP,WEARI,AUXIL,0.11
2019,IN,WF,PAPER,PAPE4,0.11
2019,IN,DE,WEARI,DAIRY,0.11
2019,IN,WA,HEAVY,RECRE,0.11
2019,IN,LV,FABRI,CEMEN,0.11
2019,IN,WA,MEMBE,INSUR,0.11
2019,IN,SE,FISH5,HEALT,0.11
2019,IN,AU,CHEM1,SANDC,0.11
2019,IN,WA,FURNI,LIQUE,0.11
2019,IN,ES,WEARI,COLLE,0.11
2019,IN,GB,CHEM1,FISH5,0.11
2019,IN,WE,MOTO1,FOOD5,0.11
2019,IN,NO,TEXTI,COMPU,0.11
2019,IN,FI,BASIC,MOTOR,0.11
2019,IN,ES,RUBBE,NONF1,0.11
2019,IN,WM,RADIO,NONSP,0.11
2019,IN,LV,FABRI,OFFIC,0.11
2019,IN,FR,FABRI,CERAM,0.11
2019,IN,CZ,CHEM1,FOOD4,0.11
2019,IN,US,HOTEL,FINAN,0.11
2019,IN,DE,FISH5,93197,0.11
2019,IN,LU,BASIC,LEAD1,0.11
2019,IN,WA,TEXTI,REFI1,0.11
2019,IN,CN,COPP1,BRICK,0.11
2019,IN,NL,BUSIN,CATTL,0.11
2019,IN,CH,CHEM1,HEALT,0.11
2019,IN,IT,CROPS,FABRI,0.11
2019,IN,WM,RUBBE,SEWAG,0.11
2019,IN,IE,SALEM,NATUR,0.11
2019,IN,WF,FABRI,NFERT,0.11
2019,IN,IT,GASDI,EDUCA,0.11
2019,IN,WF,ALUM1,MEDIC,0.11
2019,IN,BE,PLAST,PRINT,0.11
2019,IN,WM,GASDI,NONFE,0.11
2019,IN,JP,REALE,COMPU,0.11
2019,IN,SE,CONST,RENTI,0.11
2019,IN,CZ,ELECT,ELEC4,0.11
2019,IN,ID,TEXTI,CROPS,0.11
2019,IN,RU,ALUM1,FABRI,0.11
2019,IN,WM,COMPU,MEDIC,0.11
2019,IN,WA,HEALT,PAPER,0.11
2019,IN,WM,NONME,ETHAN,0.11
2019,IN,BG,PLAST,GASDI,0.11
2019,IN,SE,COMPU,COPP1,0.11
2019,IN,FR,CHEM1,INSUR,0.11
2019,IN,JP,CONST,NONME,0.11
2019,IN,IT,PAPER,DAIRY,0.11
2019,IN,BR,TRANS,LIGNI,0.11
2019,IN,WM,ELECT,COKE1,0.11
2019,IN,FR,REALE,FINAN,0.11
2019,IN,RU,FINAN,RESEA,0.11
2019,IN,NO,NONF1,NONF1,0.11
2019,IN,CN,FABRI,HOTEL,0.11
2019,IN,ES,SUPPO,OFFIC,0.11
2019,IN,SK,FABRI,WHOLE,0.11
2019,IN,WA,ELEC8,MEDIC,0.11
2019,IN,SE,VEGE1,WHOLE,0.11
2019,IN,DE,REALE,MEDIC,0.11
2019,IN,WF,WHEAT,CEMEN,0.11
2019,IN,CN,KEROS,CEREA,0.11
2019,IN,CN,PETRO,COKEO,0.11
2019,IN,AT,AIRTR,LANDT,0.11
2019,IN,BE,VEGET,VEGE1,0.11
2019,IN,GB,AIRTR,BUSIN,0.11
2019,IN,WA,WEARI,FINAN,0.11
2019,IN,WM,WHOLE,MEATA,0.11
2019,IN,WL,OILSE,RETAI,0.11
2019,IN,GB,NONME,GLASS,0.11
2019,IN,WF,TRANS,LEAD1,0.11
2019,IN,AU,LEATH,CHEM1,0.11
2019,IN,IT,SEACO,93197,0.11
2019,IN,GB,RETA1,MEATC,0.11
2019,IN,BR,CEMEN,CONST,0.11
2019,IN,JP,COMPU,RUBBE,0.11
2019,IN,US,WOODW,SEWAG,0.11
2019,IN,WA,MEAT4,SUPPO,0.11
2019,IN,WA,NFERT,CHEM1,0.11
2019,IN,SI,TEXTI,PRINT,0.11
2019,IN,PL,CROPS,MEAT4,0.11
2019,IN,RU,RADIO,GASDI,0.11
2019,IN,WL,IRONO,CHARC,0.11
2019,IN,JP,REALE,SALEM,0.11
2019,IN,NL,FOOD5,MEAT4,0.11
2019,IN,NL,FURNI,GASDI,0.11
2019,IN,WL,TRANS,ADDIT,0.11
2019,IN,FR,MOTO1,FURNI,0.11
2019,IN,AU,LEATH,RAILW,0.11
2019,IN,BE,CROPS,CHEM1,0.11
2019,IN,WF,MOTO1,COMPU,0.11
2019,IN,FR,REALE,CEMEN,0.11
2019,IN,NL,ELECT,RAILW,0.11
2019,IN,DE,SALEM,DAIRY,0.11
2019,IN,NO,BASIC,CONST,0.11
2019,IN,KR,VEGET,HOTEL,0.11
2019,IN,DE,NONME,SANDC,0.11
2019,IN,WA,NATU1,CRUDE,0.11
2019,IN,WA,VEGET,KERO1,0.11
2019,IN,IE,INSUR,AIRTR,0.11
2019,IN,ZA,WOODW,RAILW,0.11
2019,IN,WF,FABRI,RAILW,0.11
2019,IN,TR,MOTOR,CEMEN,0.11
2019,IN,ZA,CHEM1,MEAT4,0.11
2019,IN,NL,NAPHT,DIST1,0.11
2019,IN,HR,CHEM1,BRICK,0.11
2019,IN,US,NONME,FOOD3,0.11
2019,IN,FR,BASIC,TEXT2,0.11
2019,IN,BG,CERAM,STEAM,0.11
2019,IN,WA,TRANS,BITU1,0.11
2019,IN,US,BASIC,PAPE4,0.11
2019,IN,US,GASDI,GASDI,0.11
2019,IN,IE,BUSIN,EDUCA,0.11
2019,IN,FI,COMPU,CEMEN,0.11
2019,IN,AT,WHOLE,93197,0.11
2019,IN,WM,KEROS,RECRE,0.11
2019,IN,FR,ELECT,CHEMI,0.11
2019,IN,NL,PAPER,PUBLI,0.11
2019,IN,US,HEAVY,COMPU,0.11
2019,IN,EE,CHEM1,FORES,0.11
2019,IN,AT,WHOLE,DISTR,0.11
2019,IN,IT,AUXIL,WOODW,0.11
2019,IN,RU,FISH5,GLASS,0.11
2019,IN,NL,GASDI,BASIC,0.11
2019,IN,AU,TEXTI,PLANT,0.11
2019,IN,GR,PLAST,ELECT,0.11
2019,IN,GR,PLAST,CHEM1,0.11
2019,IN,WA,SUPPO,HOTEL,0.11
2019,IN,PL,ALUM1,PLAST,0.11
2019,IN,ID,CHEM1,INSUR,0.11
2019,IN,ES,AIRTR,WHOLE,0.11
2019,IN,FR,GLASS,EDUCA,0.11
2019,IN,LV,WOODW,WOODW,0.11
2019,IN,GB,CERAM,RETA1,0.11
2019,IN,DE,CERAM,RADIO,0.11
2019,IN,US,VEGET,RETA1,0.11
2019,IN,WA,SUGA1,PFERT,0.11
2019,IN,FR,FABRI,NONME,0.11
2019,IN,WM,WHEAT,CERAM,0.11
2019,IN,WA,SUPPO,FOOD3,0.11
2019,IN,ZA,FABRI,PULP5,0.11
2019,IN,US,CRUDE,AIRTR,0.11
2019,IN,RU,CROPS,TEXTI,0.11
2019,IN,WA,CROPS,FABRI,0.11
2019,IN,AT,ALUM1,FOUND,0.11
2019,IN,GB,RUBBE,INERT,0.11
2019,IN,BR,GASDI,AUXIL,0.11
2019,IN,SK,RADIO,COMPU,0.11
2019,IN,MX,ELECT,ELE12,0.11
2019,IN,WA,MEATC,SUPPO,0.11
2019,IN,MX,CERAM,GLASS,0.11
2019,IN,NL,FOOD5,BUSIN,0.11
2019,IN,CN,PAPER,COLLE,0.11
2019,IN,CN,WOODW,VEGET,0.11
2019,IN,CN,BASIC,SECO9,0.11
2019,IN,KR,FOOD5,WEARI,0.11
2019,IN,JP,WEARI,ELEC2,0.11
2019,IN,CN,VEGE1,TRAN1,0.11
2019,IN,RO,RADIO,RAILW,0.11
2019,IN,JP,VEGE1,93197,0.11
2019,IN,LV,RUBBE,INLAN,0.11
2019,IN,RU,RUBBE,PLAST,0.11
2019,IN,GB,NONF1,RESEA,0.11
2019,IN,BR,VEGE1,PROCE,0.11
2019,IN,BE,BASIC,LEAD1,0.11
2019,IN,DE,CROPS,ANIMA,0.11
2019,IN,WL,OILSE,OILSE,0.11
2019,IN,WE,WEARI,REALE,0.11
2019,IN,FI,RESEA,TEXTI,0.11
2019,IN,CN,PRINT,FABRI,0.11
2019,IN,AU,FOOD5,CHEM1,0.11
2019,IN,NL,VEGE1,RETA1,0.11
2019,IN,ZA,MEDIC,FABRI,0.11
2019,IN,IT,GASDI,WOODW,0.11
2019,IN,BE,BUSIN,HEALT,0.11
2019,IN,NL,CROPS,LANDT,0.11
2019,IN,NL,CHEM1,FOODW,0.11
2019,IN,TR,HEAVY,GLASS,0.11
2019,IN,AU,LUBRI,MOTOR,0.11
2019,IN,WA,93197,DISTR,0.11
2019,IN,CN,ELECT,STEAM,0.11
2019,IN,FI,ALUM1,RESEA,0.11
2019,IN,PT,NONME,NONME,0.11
2019,IN,JP,CONST,FINAN,0.11
2019,IN,WE,PAPER,RESEA,0.11
2019,IN,WF,SUGA1,SEACO,0.11
2019,IN,SE,TRANS,MACHI,0.11
2019,IN,WF,PLAST,DIST1,0.11
2019,IN,ZA,CHEM1,MEAT1,0.11
2019,IN,WM,RETAI,PFERT,0.11
2019,IN,WM,OILSE,MEAT4,0.11
2019,IN,CN,WOODW,CHEM1,0.11
2019,IN,PL,TEXTI,MEMBE,0.11
2019,IN,RU,CHEM1,OFFIC,0.11
2019,IN,US,BUSIN,PAPE3,0.11
2019,IN,AT,FISH5,LEATH,0.11
2019,IN,MT,CHEM1,RUBBE,0.11
2019,IN,EE,CHEM1,VEGET,0.10
2019,IN,AT,GLASS,SALEM,0.10
2019,IN,MT,REALE,POSTT,0.10
2019,IN,WF,KEROS,INSUR,0.10
2019,IN,ZA,PLAST,EDUCA,0.10
2019,IN,BE,CHEM1,MEDIC,0.10
2019,IN,AU,RADIO,SALEM,0.10
2019,IN,WA,PAPER,PUBLI,0.10
2019,IN,BR,FABRI,ELEC2,0.10
2019,IN,WE,NAPHT,CEREA,0.10
2019,IN,WA,SALEM,CHEM1,0.10
2019,IN,CN,GLASS,RESEA,0.10
2019,IN,WM,CEREA,MOTO1,0.10
2019,IN,WL,BIODI,NONF1,0.10
2019,IN,WM,RETA1,MEATC,0.10
2019,IN,BR,HEAVY,BIOGA,0.10
2019,IN,CN,BASIC,PUBLI,0.10
2019,IN,DE,WEARI,TRANS,0.10
2019,IN,BR,FORES,MEAT1,0.10
2019,IN,WL,HEAVY,PUBLI,0.10
2019,IN,DE,CONST,FOODW,0.10
2019,IN,WE,MOTO1,ALUM1,0.10
2019,IN,CN,TRANS,RETA1,0.10
2019,IN,NL,FABRI,FOUND,0.10
2019,IN,CA,RUBBE,LEAD1,0.10
2019,IN,WL,TRANS,PFERT,0.10
2019,IN,WF,FABRI,HEAVY,0.10
2019,IN,SE,SEACO,GASDI,0.10
2019,IN,WM,VEGE1,WOOD1,0.10
2019,IN,DE,ELECT,COKE1,0.10
2019,IN,CH,NONME,GLASS,0.10
2019,IN,PT,PROCE,FISH5,0.10
2019,IN,WF,MOTOR,CHEMI,0.10
2019,IN,HU,ELECT,KEROS,0.10
2019,IN,GR,MOTO1,FURNI,0.10
2019,IN,WM,PREC1,WEARI,0.10
2019,IN,RU,FURNI,MOTO1,0.10
2019,IN,ES,WHOLE,CATTL,0.10
2019,IN,TR,CHEM1,ANIMA,0.10
2019,IN,FI,TEXTI,FURNI,0.10
2019,IN,PT,KEROS,OFFIC,0.10
2019,IN,WA,ELEC8,BUSIN,0.10
2019,IN,PL,PLAST,MACHI,0.10
2019,IN,GB,TRANS,FOUND,0.10
2019,IN,LT,RUBBE,HEAVY,0.10
2019,IN,WE,FABRI,MEDIC,0.10
2019,IN,JP,CERAM,BUSIN,0.10
2019,IN,CH,PAPER,BUSIN,0.10
2019,IN,CN,CROPS,ELECT,0.10
2019,IN,CH,TEXTI,FOOD5,0.10
2019,IN,FR,RADIO,EDUCA,0.10
2019,IN,NL,GASDI,INSUR,0.10
2019,IN,LU,FABRI,RECRE,0.10
2019,IN,WF,NAPHT,LIQUE,0.10
2019,IN,CZ,GLASS,CEMEN,0.10
2019,IN,CN,TRANS,CHEM1,0.10
2019,IN,PL,RUBBE,FISH5,0.10
2019,IN,PL,PAPER,DAIRY,0.10
2019,IN,KR,DAIRY,LEATH,0.10
2019,IN,US,GLASS,INSUR,0.10
2019,IN,IT,NAPHT,BEVER,0.10
2019,IN,AT,RADIO,MOTO1,0.10
2019,IN,FI,WEARI,INTER,0.10
2019,IN,GB,RETA1,INTER,0.10
2019,IN,JP,TEXTI,MOTOR,0.10
2019,IN,BR,PFERT,VEGET,0.10
2019,IN,SE,AUXIL,FABRI,0.10
2019,IN,FI,COPP1,RESEA,0.10
2019,IN,RO,PRINT,OFFIC,0.10
2019,IN,WM,FURNI,INSUR,0.10
2019,IN,AU,CROPS,FISH5,0.10
2019,IN,DE,FABRI,POULT,0.10
2019,IN,PL,BASIC,PUBLI,0.10
2019,IN,BE,COPP1,BASIC,0.10
2019,IN,IT,COMPU,BUSIN,0.10
2019,IN,WA,ELECT,FOODW,0.10
2019,IN,WL,MOTOR,BRICK,0.10
2019,IN,WM,PLAST,COPP1,0.10
2019,IN,BE,NAPHT,GASDI,0.10
2019,IN,AT,OILSE,WHOLE,0.10
2019,IN,WM,OILSE,ALUMI,0.10
2019,IN,HU,OILSE,OILSE,0.10
