year,region1,region2,industry1,industry2,amount
2019,IN,IT,MOTO1,TRANS,2.47
2019,IN,CN,MOTOR,CEREA,2.47
2019,IN,CN,CHEM1,SUPPO,2.47
2019,IN,WF,TRANS,NONME,2.47
2019,IN,US,POSTT,INSUR,2.47
2019,IN,ES,GASDI,WHOLE,2.47
2019,IN,WA,GASDI,NFERT,2.47
2019,IN,RU,CHEM1,CATTL,2.47
2019,IN,IT,CHEM1,ALUM1,2.47
2019,IN,ID,RUBBE,FURNI,2.47
2019,IN,CN,TEXTI,NONME,2.47
2019,IN,MX,PAPER,PAPER,2.47
2019,IN,TR,FURNI,SUPPO,2.47
2019,IN,ES,BASIC,MEDIC,2.47
2019,IN,WM,NAPHT,FOUND,2.47
2019,IN,PL,ELECT,RETA1,2.47
2019,IN,WA,PLAST,BIODI,2.47
2019,IN,WM,BASIC,NAPHT,2.47
2019,IN,WA,SALEM,SUGAR,2.47
2019,IN,DE,SUPPO,AIRTR,2.47
2019,IN,WM,OFFIC,POSTT,2.46
2019,IN,CA,CHEM1,HYDRO,2.46
2019,IN,US,BUSIN,RUBBE,2.46
2019,IN,IT,FABRI,WHOLE,2.46
2019,IN,WA,PROCE,MEAT4,2.46
2019,IN,MX,CHEM1,ALUM1,2.46
2019,IN,WE,FISH5,HOTEL,2.46
2019,IN,WA,MOTOR,FOUND,2.46
2019,IN,IT,TEXTI,PAPER,2.46
2019,IN,TR,ELECT,RETA1,2.46
2019,IN,WE,MOTOR,TOBAC,2.46
2019,IN,AT,GLASS,WOODW,2.46
2019,IN,CA,RUBBE,MACHI,2.46
2019,IN,WM,ELECT,BRICK,2.46
2019,IN,WM,BRICK,CONST,2.46
2019,IN,FR,BUSIN,PLAST,2.46
2019,IN,MX,RUBBE,RETA1,2.46
2019,IN,CN,ELECT,LANDT,2.46
2019,IN,LU,GASDI,LANDT,2.46
2019,IN,PT,LEATH,REALE,2.46
2019,IN,NO,VEGET,AIRTR,2.46
2019,IN,WM,LEATH,FURNI,2.46
2019,IN,FR,ELECT,RECRE,2.45
2019,IN,DE,INSUR,PLAS1,2.45
2019,IN,CN,NONF1,TRANS,2.45
2019,IN,KR,GASDI,INLAN,2.45
2019,IN,ZA,MOTO1,RAILW,2.45
2019,IN,WM,CERAM,SANDC,2.45
2019,IN,WM,VEGET,NATU1,2.45
2019,IN,MX,WEARI,BUSIN,2.45
2019,IN,CN,WEARI,PUBLI,2.45
2019,IN,WL,MOTO1,AUXIL,2.45
2019,IN,WA,PLAST,SANDC,2.45
2019,IN,ES,ELECT,RUBBE,2.45
2019,IN,FR,VEGE1,HOTEL,2.45
2019,IN,WM,NONME,KEROS,2.45
2019,IN,GB,RUBBE,PAPER,2.45
2019,IN,WL,MOTO1,PRIVA,2.45
2019,IN,KR,ELECT,FABRI,2.45
2019,IN,WM,MOTO1,BEVER,2.45
2019,IN,WM,CHEM1,AUXIL,2.45
2019,IN,WF,MOTOR,PREC1,2.45
2019,IN,WA,PREC1,CHEM1,2.45
2019,IN,RO,CHEM1,OFFIC,2.45
2019,IN,WM,KEROS,TRANS,2.45
2019,IN,CN,MOTO1,SALEM,2.45
2019,IN,WL,TEXTI,RADIO,2.45
2019,IN,ZA,PAPER,RETA1,2.45
2019,IN,WL,MOTO1,FOOD4,2.45
2019,IN,ID,VEGET,HOTEL,2.45
2019,IN,RU,PROCE,FISH5,2.45
2019,IN,WE,HEAVY,SEACO,2.44
2019,IN,US,KEROS,BUSIN,2.44
2019,IN,WA,TEXTI,NFERT,2.44
2019,IN,WE,MOTOR,RAWMI,2.44
2019,IN,WL,CHEM1,FISH5,2.44
2019,IN,US,BUSIN,SALEM,2.44
2019,IN,PT,FISH5,PLAST,2.44
2019,IN,US,FOOD5,EDUCA,2.44
2019,IN,US,GLASS,TRANS,2.44
2019,IN,WM,MOTO1,NONME,2.44
2019,IN,TR,ELECT,RAILW,2.44
2019,IN,DE,ELECT,RETA1,2.44
2019,IN,WM,WEARI,SUPPO,2.44
2019,IN,GB,POSTT,POSTT,2.44
2019,IN,KR,TEXTI,RETA1,2.44
2019,IN,WM,LEATH,REALE,2.44
2019,IN,CH,NONME,CONST,2.44
2019,IN,NL,CHEM1,WHOLE,2.44
2019,IN,DK,WOODW,CONST,2.43
2019,IN,MX,CHEM1,PFERT,2.43
2019,IN,US,WOODW,PULP5,2.43
2019,IN,WA,LEATH,PAPER,2.43
2019,IN,JP,WEARI,FINAN,2.43
2019,IN,CN,GASDI,SEACO,2.43
2019,IN,FR,LEATH,WEARI,2.43
2019,IN,WM,OILSE,PRINT,2.43
2019,IN,WA,HEAVY,FISH5,2.43
2019,IN,IT,GASDI,SUPPO,2.43
2019,IN,WA,BUSIN,FURNI,2.43
2019,IN,TR,FURNI,ALUM1,2.43
2019,IN,WA,BASIC,DAIRY,2.43
2019,IN,DE,BUSIN,ELECT,2.43
2019,IN,WM,FURNI,REALE,2.43
2019,IN,DK,WEARI,WEARI,2.43
2019,IN,WL,TRANS,GASDI,2.43
2019,IN,WA,ALUM1,RETA1,2.43
2019,IN,WA,LEAD1,DAIRY,2.43
2019,IN,WA,SUPPO,CEMEN,2.43
2019,IN,WF,GASDI,PIGS9,2.43
2019,IN,GB,HOTEL,FOOD5,2.43
2019,IN,WA,PRIVA,FOOD5,2.43
2019,IN,WM,VEGE1,KEROS,2.43
2019,IN,CA,FABRI,TRANS,2.43
2019,IN,WL,FABRI,BASIC,2.43
2019,IN,WM,RESEA,PFERT,2.43
2019,IN,CN,VEGE1,MEAT4,2.43
2019,IN,WA,FURNI,RAILW,2.43
2019,IN,FR,LEATH,CONST,2.43
2019,IN,ID,RUBBE,RADIO,2.43
2019,IN,US,VEGE1,RESEA,2.43
2019,IN,US,RUBBE,COMPU,2.43
2019,IN,FR,NONME,DIST1,2.43
2019,IN,WM,VEGE1,AUXIL,2.43
2019,IN,WA,ALUM1,PUBLI,2.43
2019,IN,WL,ELECT,WHOLE,2.43
2019,IN,WE,MOTOR,RUBBE,2.42
2019,IN,ZA,CHEM1,MEATA,2.42
2019,IN,WF,CEREA,REALE,2.42
2019,IN,CA,MOTOR,BUSIN,2.42
2019,IN,US,CHEM1,ADDIT,2.42
2019,IN,PL,CHEM1,WHOLE,2.42
2019,IN,DE,CHEM1,RUBBE,2.42
2019,IN,WM,PAPER,FABRI,2.42
2019,IN,CA,BASIC,RUBBE,2.42
2019,IN,DE,RETA1,FOOD5,2.42
2019,IN,ES,NONME,CONST,2.42
2019,IN,ZA,FOOD5,FOOD5,2.42
2019,IN,GB,MOTOR,WHOLE,2.42
2019,IN,MX,CHEM1,CATTL,2.42
2019,IN,WA,ELECT,SUGA1,2.42
2019,IN,WL,FABRI,REALE,2.42
2019,IN,WE,MOTOR,LIQUE,2.42
2019,IN,IT,RUBBE,LANDT,2.42
2019,IN,WM,NONSP,PLAST,2.42
2019,IN,KR,LEATH,MOTO1,2.41
2019,IN,WA,SUPPO,BITUM,2.41
2019,IN,CN,ALUM1,MACHI,2.41
2019,IN,HU,HOTEL,HOTEL,2.41
2019,IN,WE,HEAVY,CEMEN,2.41
2019,IN,SE,COMPU,POSTT,2.41
2019,IN,CA,ELECT,FABRI,2.41
2019,IN,WL,TOBAC,CHARC,2.41
2019,IN,NL,ELECT,HOTEL,2.41
2019,IN,WA,HEAVY,EDUCA,2.41
2019,IN,WA,PAPER,WOODW,2.41
2019,IN,BR,FABRI,ELECT,2.41
2019,IN,WA,RAILW,PREC1,2.41
2019,IN,WM,CROPS,RETA1,2.41
2019,IN,SE,ELECT,RENTI,2.41
2019,IN,WA,RETA1,OFFIC,2.41
2019,IN,WA,LANDT,FISHF,2.40
2019,IN,TR,RADIO,FABRI,2.40
2019,IN,WE,TRANS,LEATH,2.40
2019,IN,WM,VEGE1,PRINT,2.40
2019,IN,WM,PAPER,LIQUE,2.40
2019,IN,WM,MOTO1,FISH5,2.40
2019,IN,US,OFFIC,OFFIC,2.40
2019,IN,RU,FURNI,FURNI,2.40
2019,IN,CH,CHEM1,BEVER,2.40
2019,IN,WA,WHOLE,SEWAG,2.40
2019,IN,WL,TEXTI,CHARC,2.40
2019,IN,WM,CHEM1,PFERT,2.40
2019,IN,US,BASIC,BUSIN,2.40
2019,IN,US,CHEM1,ELECT,2.40
2019,IN,WM,NAPHT,LIQUE,2.40
2019,IN,FI,LANDT,WHOLE,2.40
2019,IN,WM,PAPER,WEARI,2.40
2019,IN,WL,PRINT,PUBLI,2.40
2019,IN,WM,CHEM1,TRAN1,2.40
2019,IN,EE,ELECT,BUSIN,2.39
2019,IN,CN,RUBBE,WHOLE,2.39
2019,IN,DE,ALUM1,MACHI,2.39
2019,IN,WM,ANIMA,HEALT,2.39
2019,IN,WL,ELECT,BEVER,2.39
2019,IN,WA,OFFIC,INSUR,2.39
2019,IN,WA,HEAVY,POSTT,2.39
2019,IN,WA,DAIRY,CHEM1,2.39
2019,IN,NO,NONME,REALE,2.39
2019,IN,CH,CHEM1,SALEM,2.39
2019,IN,PT,CHEM1,FABRI,2.39
2019,IN,US,PRINT,COMPU,2.39
2019,IN,WL,TEXTI,GASDI,2.39
2019,IN,WA,VEGE1,PUBLI,2.39
2019,IN,KR,FURNI,CONST,2.39
2019,IN,JP,CHEM1,LIQUE,2.39
2019,IN,MX,NONME,MOTO1,2.39
2019,IN,WA,OILSE,RUBBE,2.39
2019,IN,BR,TEXTI,RETA1,2.39
2019,IN,KR,FISH5,FOOD5,2.39
2019,IN,WA,LANDT,LEATH,2.39
2019,IN,WF,BEVER,FOOD5,2.39
2019,IN,ZA,MOTOR,RECRE,2.39
2019,IN,WL,PLAST,NATU1,2.39
2019,IN,IE,HEAVY,SUPPO,2.39
2019,IN,WL,RUBBE,LEATH,2.39
2019,IN,WF,MEDIC,INSUR,2.39
2019,IN,IE,PLAST,MOTOR,2.39
2019,IN,WA,NFERT,PADDY,2.39
2019,IN,AU,LEATH,CONST,2.39
2019,IN,BE,TEXTI,WEARI,2.39
2019,IN,WL,MOTO1,PULP5,2.39
2019,IN,FR,TRANS,MOTO1,2.39
2019,IN,WM,BASIC,RESEA,2.38
2019,IN,DE,FISH5,HEALT,2.38
2019,IN,WM,CHEM1,FOUND,2.38
2019,IN,FR,ELECT,REALE,2.38
2019,IN,GB,HOTEL,FINAN,2.38
2019,IN,WE,RUBBE,SALEM,2.38
2019,IN,FR,CROPS,PIGS9,2.38
2019,IN,RO,ELECT,BASIC,2.38
2019,IN,WA,SUGA1,CROPS,2.38
2019,IN,JP,FOOD5,PUBLI,2.38
2019,IN,BR,ELECT,BASIC,2.38
2019,IN,ZA,LEATH,FURNI,2.38
2019,IN,GB,RETA1,PAPER,2.38
2019,IN,DE,CROPS,TRAN1,2.38
2019,IN,US,FINAN,RENTI,2.38
2019,IN,WA,ELEC1,PLAST,2.38
2019,IN,WM,WOODW,PUBLI,2.38
2019,IN,WL,ELECT,GLASS,2.38
2019,IN,JP,CHEM1,LEAD1,2.38
2019,IN,JP,GASDI,SALEM,2.38
2019,IN,WM,ALUM1,NONME,2.38
2019,IN,WM,PLAST,FOOD1,2.38
2019,IN,WL,COPP1,CONST,2.38
2019,IN,IT,PLANT,WEARI,2.38
2019,IN,GB,CHEM1,PRINT,2.38
2019,IN,FR,POSTT,BUSIN,2.38
2019,IN,WM,VEGET,PAPE1,2.38
2019,IN,AU,CHEM1,BITUM,2.37
2019,IN,PT,GASDI,CONST,2.37
2019,IN,WL,MOTO1,CERAM,2.37
2019,IN,AU,FURNI,REALE,2.37
2019,IN,WA,MOTOR,COKIN,2.37
2019,IN,MX,VEGE1,PLAST,2.37
2019,IN,FR,RUBBE,NUCLE,2.37
2019,IN,WF,BASIC,SALEM,2.37
2019,IN,RU,VEGET,BEVER,2.37
2019,IN,WM,WEARI,FURNI,2.37
2019,IN,CH,LEATH,FURNI,2.37
2019,IN,WM,FOOD5,ELEC6,2.37
2019,IN,KR,TEXTI,WHOLE,2.37
2019,IN,WF,RUBBE,TEXTI,2.37
2019,IN,TR,RADIO,CONST,2.37
2019,IN,DK,LEATH,MACHI,2.37
2019,IN,WA,SUPPO,NONME,2.37
2019,IN,WA,SALEM,PAPER,2.37
2019,IN,ZA,HEAVY,TRAN1,2.37
2019,IN,PT,TEXTI,RUBBE,2.37
2019,IN,CN,PLAST,WEARI,2.37
2019,IN,FR,KEROS,GASDI,2.37
2019,IN,WL,TRANS,KEROS,2.37
2019,IN,WA,CHEM1,WEARI,2.37
2019,IN,CN,FURNI,RECRE,2.36
2019,IN,IT,FURNI,RENTI,2.36
2019,IN,AU,FURNI,DISTR,2.36
2019,IN,ES,RUBBE,TRANS,2.36
2019,IN,WF,HEAVY,CERAM,2.36
2019,IN,US,LEAD1,RESEA,2.36
2019,IN,CH,CHEM1,WHOLE,2.36
2019,IN,WF,MOTOR,WEARI,2.36
2019,IN,BR,CHEM1,MEAT1,2.36
2019,IN,IE,BUSIN,AUXIL,2.36
2019,IN,FR,BUSIN,FOOD5,2.36
2019,IN,WA,FURNI,PREC1,2.36
2019,IN,IT,HOTEL,HEALT,2.36
2019,IN,DE,BASIC,MACHI,2.36
2019,IN,CN,PETRO,KEROS,2.35
2019,IN,ZA,FOOD5,CHEM1,2.35
2019,IN,CN,PAPER,RESEA,2.35
2019,IN,ID,RUBBE,MACHI,2.35
2019,IN,WM,SUGA1,OFFIC,2.35
2019,IN,WF,RUBBE,CROPS,2.35
2019,IN,ID,GLASS,BIODI,2.35
2019,IN,CN,ELECT,MOTOR,2.35
2019,IN,RU,BASIC,CRUDE,2.35
2019,IN,CH,FISH5,FOOD5,2.35
2019,IN,RU,POSTT,ELEC4,2.35
2019,IN,BR,GASDI,PUBLI,2.35
2019,IN,TR,ELECT,RUBBE,2.35
2019,IN,CH,ELECT,FABRI,2.35
2019,IN,MT,FABRI,FINAN,2.35
2019,IN,CN,ELECT,MACHI,2.35
2019,IN,AU,TEXTI,VEGET,2.35
2019,IN,MX,MOTO1,COPP1,2.34
2019,IN,GB,RUBBE,PRINT,2.34
2019,IN,CN,RUBBE,PFERT,2.34
2019,IN,US,MOTO1,MACHI,2.34
2019,IN,IE,WHOLE,PUBLI,2.34
2019,IN,WA,SEACO,NATUR,2.34
2019,IN,DE,VEGE1,HEALT,2.34
2019,IN,US,WOODW,BUSIN,2.34
2019,IN,FR,MEDIC,SALEM,2.34
2019,IN,US,GLASS,CONST,2.34
2019,IN,WF,WEARI,HOTEL,2.34
2019,IN,TR,FURNI,RENTI,2.34
2019,IN,CN,BASIC,BITUM,2.34
2019,IN,DE,WHOLE,ELEC1,2.34
2019,IN,WA,OILSE,FOOD5,2.34
2019,IN,WF,TEXTI,CATTL,2.34
2019,IN,NL,SUGA1,FOOD5,2.34
2019,IN,IT,NONME,CEMEN,2.34
2019,IN,WM,FABRI,INSUR,2.34
2019,IN,WF,MOTOR,PRIVA,2.34
2019,IN,IT,BASIC,RETA1,2.34
2019,IN,AT,RUBBE,CHEM1,2.34
2019,IN,FR,WEARI,REALE,2.34
2019,IN,KR,TEXTI,HOTEL,2.34
2019,IN,WM,GASDI,PREC1,2.33
2019,IN,WF,GASDI,FISH5,2.33
2019,IN,FI,COMPU,BUSIN,2.33
2019,IN,MX,CHEM1,PIGS9,2.33
2019,IN,WF,FABRI,FURNI,2.33
2019,IN,WM,VEGET,PUBLI,2.33
2019,IN,WA,RESEA,MEAT4,2.33
2019,IN,CA,MOTOR,WHOLE,2.33
2019,IN,ID,ELECT,FURNI,2.33
2019,IN,FR,ELECT,WHEAT,2.33
2019,IN,ES,ELECT,COLLE,2.33
2019,IN,WA,BASIC,MEATC,2.33
2019,IN,JP,GASDI,RAILW,2.33
2019,IN,CN,LEATH,OFFIC,2.33
2019,IN,KR,PAPER,PAPER,2.33
2019,IN,CN,GASDI,ELECT,2.33
2019,IN,FR,CHEM1,FISHF,2.33
2019,IN,WF,TRANS,TRAN1,2.33
2019,IN,ES,WEARI,MACHI,2.33
2019,IN,WF,BKBPE,93197,2.33
2019,IN,ES,HOTEL,SUPPO,2.33
2019,IN,SE,ELECT,AIRTR,2.33
2019,IN,CN,MOTOR,FABRI,2.33
2019,IN,US,GASDI,PAPER,2.32
2019,IN,RU,BASIC,RUBBE,2.32
2019,IN,JP,WHOLE,HOTEL,2.32
2019,IN,FI,BASIC,FABRI,2.32
2019,IN,CA,CROPS,CONST,2.32
2019,IN,CN,GASDI,CEMEN,2.32
2019,IN,GR,BASIC,CONST,2.32
2019,IN,US,CHEM1,COLLE,2.32
2019,IN,WF,RUBBE,PFERT,2.32
2019,IN,WF,PROCE,FINAN,2.32
2019,IN,PL,CHEM1,NONME,2.32
2019,IN,NL,PUBLI,EDUCA,2.32
2019,IN,WA,REALE,COMPU,2.32
2019,IN,WM,WEARI,LEATH,2.32
2019,IN,KR,KEROS,BASIC,2.32
2019,IN,AU,FABRI,REALE,2.32
2019,IN,DK,SEACO,DAIRY,2.32
2019,IN,WA,SUPPO,FOOD5,2.32
2019,IN,WA,SEACO,EDUCA,2.32
2019,IN,WA,PRIVA,TRANS,2.32
2019,IN,GR,ALUM1,FABRI,2.32
2019,IN,WF,CROPS,CATTL,2.32
2019,IN,WF,RUBBE,RADIO,2.32
2019,IN,KR,WOODW,WOODW,2.32
2019,IN,WA,LEAD1,PREC1,2.32
2019,IN,WA,EDUCA,MEATC,2.32
2019,IN,ID,FURNI,CONST,2.32
2019,IN,CH,VEGET,DAIRY,2.32
2019,IN,SE,BUSIN,MOTO1,2.31
2019,IN,GB,RUBBE,HEALT,2.31
2019,IN,WE,FOOD5,MEATP,2.31
2019,IN,BE,KEROS,BUSIN,2.31
2019,IN,US,OILSE,FOOD5,2.31
2019,IN,JP,GASDI,BUSIN,2.31
2019,IN,NL,ELECT,DIST1,2.31
2019,IN,WA,VEGET,TOBAC,2.31
2019,IN,RO,WEARI,WEARI,2.31
2019,IN,AU,ALUM1,LEAD1,2.31
2019,IN,JP,NAPHT,HEAVY,2.31
2019,IN,US,MOTOR,93197,2.31
2019,IN,TR,MOTOR,HOTEL,2.31
2019,IN,IT,FISH5,PAPER,2.31
2019,IN,WF,SUGA1,MEAT1,2.31
2019,IN,DE,COMPU,WHOLE,2.31
2019,IN,IT,HOTEL,REALE,2.31
2019,IN,BR,MOTOR,NONSP,2.31
2019,IN,RU,CROPS,FOOD5,2.31
2019,IN,MX,ALUM1,WOODW,2.31
2019,IN,WA,PRIVA,ANTHR,2.31
2019,IN,SE,TEXTI,WHOLE,2.31
2019,IN,WA,RAILW,PADDY,2.31
2019,IN,GR,ELECT,DISTR,2.31
2019,IN,WA,COMPU,RESEA,2.31
2019,IN,RO,FABRI,FABRI,2.31
2019,IN,FR,RUBBE,WHOLE,2.31
2019,IN,TR,MOTOR,EDUCA,2.31
2019,IN,AU,FOOD5,DAIRY,2.31
2019,IN,BR,FURNI,FURNI,2.30
2019,IN,WA,BASIC,CHARC,2.30
2019,IN,KR,GASDI,HOTEL,2.30
2019,IN,DE,NONME,GLASS,2.30
2019,IN,CA,LEATH,FURNI,2.30
2019,IN,WA,CHEM1,93197,2.30
2019,IN,MX,WEARI,CONST,2.30
2019,IN,WL,PRINT,EDUCA,2.30
2019,IN,WA,POSTT,HOTEL,2.30
2019,IN,WA,PFERT,DIST1,2.30
2019,IN,WA,VEGE1,CERAM,2.30
2019,IN,WE,HEAVY,NONME,2.30
2019,IN,TR,MOTOR,REALE,2.30
2019,IN,NL,GASDI,COMPU,2.30
2019,IN,WM,MEAT4,HEAVY,2.30
2019,IN,CN,PLAST,GLASS,2.30
2019,IN,WM,RESEA,CHEM1,2.30
2019,IN,JP,CHEM1,VEGET,2.30
2019,IN,BE,BUSIN,RENTI,2.30
2019,IN,FR,GLASS,GLASS,2.29
2019,IN,WA,LANDT,OILSE,2.29
2019,IN,WF,PRINT,CONST,2.29
2019,IN,WM,TOBAC,PLAST,2.29
2019,IN,PL,BASIC,ELECT,2.29
2019,IN,NL,GASDI,VEGET,2.29
2019,IN,ZA,CHEM1,SUPPO,2.29
2019,IN,SE,FABRI,WHOLE,2.29
2019,IN,NO,FURNI,BUSIN,2.29
2019,IN,DE,FORES,WOODW,2.29
2019,IN,WA,RUBBE,COMPU,2.29
2019,IN,WL,RUBBE,OFFIC,2.29
2019,IN,DE,RUBBE,HEALT,2.29
2019,IN,RU,RADIO,ELEC4,2.29
2019,IN,WM,OILSE,WOODW,2.29
2019,IN,DE,FABRI,CHEM1,2.29
2019,IN,AT,BUSIN,RECRE,2.29
2019,IN,GB,PREC1,OFFIC,2.29
2019,IN,DE,WEARI,HEALT,2.29
2019,IN,AT,BASIC,BASIC,2.29
2019,IN,WL,ELECT,BUSIN,2.29
2019,IN,PT,TEXTI,LEATH,2.29
2019,IN,FI,FOOD5,SEACO,2.29
2019,IN,LU,MOTOR,HOTEL,2.28
2019,IN,WE,ALUM1,FURNI,2.28
2019,IN,WM,GLASS,GASDI,2.28
2019,IN,NL,FABRI,PUBLI,2.28
2019,IN,WA,FISHF,RUBBE,2.28
2019,IN,SE,CROPS,HEALT,2.28
2019,IN,WA,GASDI,MOTO1,2.28
2019,IN,WM,VEGET,RETA1,2.28
2019,IN,US,MEDIC,OFFIC,2.28
2019,IN,CN,COPP1,FOUND,2.28
2019,IN,ES,ELECT,FURNI,2.28
2019,IN,JP,FISH5,93197,2.28
2019,IN,TR,NONME,PULP5,2.28
2019,IN,WF,FOOD5,RECRE,2.28
2019,IN,SI,BASIC,FABRI,2.28
2019,IN,IT,HOTEL,DIST1,2.28
2019,IN,CH,FURNI,HEALT,2.28
2019,IN,ZA,TEXTI,PUBLI,2.28
2019,IN,GB,ELECT,RETA1,2.28
2019,IN,WM,MOTO1,WHEAT,2.28
2019,IN,WA,LANDT,PRIVA,2.28
2019,IN,US,COMPU,FABRI,2.28
2019,IN,WA,SALEM,TEXTI,2.28
2019,IN,CN,GASDI,FOOD5,2.28
2019,IN,WF,CHEM1,DIST1,2.28
2019,IN,WA,AIRTR,CRUDE,2.27
2019,IN,TR,ELECT,SALEM,2.27
2019,IN,SE,RUBBE,WOODW,2.27
2019,IN,PL,CHEM1,GLASS,2.27
2019,IN,WA,BEVER,WEARI,2.27
2019,IN,AU,CHEM1,PAPER,2.27
2019,IN,BR,GLASS,BEVER,2.27
2019,IN,BE,CROPS,HOTEL,2.27
2019,IN,WM,MEDIC,PLAST,2.27
2019,IN,WF,FISH5,FISHF,2.27
2019,IN,HU,CHEM1,PULP5,2.27
2019,IN,WM,SUGA1,RAILW,2.27
2019,IN,CN,NONF1,FOUND,2.27
2019,IN,WM,FOOD5,93197,2.27
2019,IN,GB,POSTT,PUBLI,2.27
2019,IN,WL,PLAST,SANDC,2.27
2019,IN,WA,BASIC,PREC1,2.27
2019,IN,DE,WHOLE,RESEA,2.27
2019,IN,DE,COMPU,LANDT,2.27
2019,IN,WA,PRIVA,CEREA,2.27
2019,IN,BE,POSTT,AUXIL,2.27
2019,IN,CA,NAPHT,CHEM1,2.27
2019,IN,DE,FABRI,HOTEL,2.27
2019,IN,LU,VEGET,FOOD5,2.27
2019,IN,WA,POSTT,LANDT,2.27
2019,IN,US,RUBBE,POSTT,2.27
2019,IN,WA,RAILW,MEDIC,2.27
2019,IN,WM,GASDI,CRUDE,2.27
2019,IN,IT,BASIC,COMPU,2.27
2019,IN,WA,WHOLE,FOUND,2.27
2019,IN,BE,MOTOR,SUPPO,2.27
2019,IN,BR,MOTOR,NAPHT,2.27
2019,IN,DE,RETA1,FINAN,2.26
2019,IN,WL,CERAM,CHEM1,2.26
2019,IN,FR,CHEM1,MOTOR,2.26
2019,IN,WE,MOTOR,GLASS,2.26
2019,IN,CH,TEXTI,WHOLE,2.26
2019,IN,LU,CROPS,TOBAC,2.26
2019,IN,ZA,RUBBE,PLAST,2.26
2019,IN,WA,SUPPO,MEATA,2.26
2019,IN,WM,MOTO1,TOBAC,2.26
2019,IN,WA,RETA1,VEGET,2.26
2019,IN,PL,CHEM1,WHEAT,2.26
2019,IN,US,HEAVY,PUBLI,2.26
2019,IN,WA,FABRI,SUPPO,2.26
2019,IN,WL,FABRI,93197,2.26
2019,IN,WM,MOTO1,VEGE1,2.26
2019,IN,SI,CHEM1,PLAST,2.26
2019,IN,ZA,FURNI,MOTO1,2.26
2019,IN,DE,BASIC,SALEM,2.26
2019,IN,NO,TEXTI,HEALT,2.26
2019,IN,FR,WHOLE,MEATC,2.26
2019,IN,US,PAPER,WOODW,2.26
2019,IN,JP,WHOLE,FURNI,2.26
2019,IN,WA,KEROS,TRANS,2.25
2019,IN,DE,CHEM1,HEAVY,2.25
2019,IN,WA,FURNI,BITUM,2.25
2019,IN,KR,ALUM1,SALEM,2.25
2019,IN,WM,CERAM,COPPE,2.25
2019,IN,JP,ALUM1,BASIC,2.25
2019,IN,WM,OILSE,ALUM1,2.25
2019,IN,WA,PRIVA,ELEC4,2.25
2019,IN,WA,PRIVA,FISH5,2.25
2019,IN,WL,FABRI,FISH5,2.25
2019,IN,FR,TEXTI,MACHI,2.25
2019,IN,RU,CROPS,PIGS9,2.25
2019,IN,US,RADIO,PFERT,2.25
2019,IN,GB,FABRI,BASIC,2.25
2019,IN,WL,ELECT,BITUM,2.25
2019,IN,JP,WHOLE,OFFIC,2.25
2019,IN,JP,ALUM1,TRANS,2.25
2019,IN,BR,OFFIC,OFFIC,2.25
2019,IN,WL,ELECT,RECRE,2.25
2019,IN,GB,ALUM1,MACHI,2.25
2019,IN,US,BASIC,RUBBE,2.25
2019,IN,WM,TRANS,PULP5,2.25
2019,IN,FI,LANDT,SUPPO,2.25
2019,IN,US,FABRI,PLAST,2.24
2019,IN,CA,CROPS,BEVER,2.24
2019,IN,GB,RUBBE,OFFIC,2.24
2019,IN,NL,FOOD5,MEATP,2.24
2019,IN,WM,ELECT,PROCE,2.24
2019,IN,KR,WEARI,PUBLI,2.24
2019,IN,ID,PLANT,RUBBE,2.24
2019,IN,DE,RADIO,WHOLE,2.24
2019,IN,DE,WHOLE,GLASS,2.24
2019,IN,WA,BASIC,FISHF,2.24
2019,IN,FR,ELECT,HOTEL,2.24
2019,IN,KR,VEGE1,GASDI,2.24
2019,IN,WE,FOOD5,VEGE1,2.24
2019,IN,US,OILSE,CHEM1,2.24
2019,IN,WA,SALEM,AIRTR,2.24
2019,IN,WL,RUBBE,BUSIN,2.24
2019,IN,WM,BASIC,CRUDE,2.24
2019,IN,WF,HEAVY,VEGE1,2.24
2019,IN,US,COPP1,COPP1,2.24
2019,IN,CN,NONF1,MOTO1,2.24
2019,IN,WF,CHEM1,FOOD4,2.24
2019,IN,CN,PLAST,CEMEN,2.24
2019,IN,DE,BUSIN,GLASS,2.24
2019,IN,IT,WEARI,PRINT,2.24
2019,IN,WM,GASDI,FISHF,2.24
2019,IN,WE,MOTOR,PLAST,2.24
2019,IN,WA,HOTEL,CRUDE,2.24
2019,IN,WA,PAPER,REALE,2.24
2019,IN,WF,PRINT,FINAN,2.24
2019,IN,BR,FABRI,PFERT,2.24
2019,IN,JP,FOOD5,BUSIN,2.24
2019,IN,GB,ELECT,EDUCA,2.24
2019,IN,WM,FOOD5,PULP5,2.24
2019,IN,BE,BUSIN,AUXIL,2.23
2019,IN,BR,CHEM1,WHOLE,2.23
2019,IN,WE,MOTOR,DAIRY,2.23
2019,IN,DE,ELECT,REALE,2.23
2019,IN,MX,FURNI,MOTO1,2.23
2019,IN,WE,OILSE,INSUR,2.23
2019,IN,CN,KEROS,NONFE,2.23
2019,IN,US,FINAN,FABRI,2.23
2019,IN,IE,BASIC,WHOLE,2.23
2019,IN,DK,BUSIN,RETA1,2.23
2019,IN,WL,PLAST,RENTI,2.23
2019,IN,ID,ELECT,RUBBE,2.23
2019,IN,WM,MOTOR,MEAT1,2.23
2019,IN,FR,GASDI,RAWMI,2.23
